Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Environmental_package,Experiment,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,instrument_modelrun
ERR209518,MH0182,WGS,137,4864592951,PRJEB1220,SAMEA2042736,"Beijing Genome Institute\, Shenzhen\, China",3734887521,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184183,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20091117,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042736,ERS199172,Illumina,ERS199172,ERP002061,Stool sample from danish,
ERR209519,MH0183,WGS,139,3651892063,PRJEB1220,SAMEA2042737,"Beijing Genome Institute\, Shenzhen\, China",2673453006,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184184,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20091117,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042737,ERS199173,Illumina,ERS199173,ERP002061,Stool sample from danish,
ERR209520,MH0183,WGS,137,464429111,PRJEB1220,SAMEA2042737,"Beijing Genome Institute\, Shenzhen\, China",262610323,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184185,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20100124L6,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042737,ERS199173,Illumina,ERS199173,ERP002061,Stool sample from danish,
ERR209521,MH0183,WGS,137,480354738,PRJEB1220,SAMEA2042737,"Beijing Genome Institute\, Shenzhen\, China",292491480,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184186,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L2,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042737,ERS199173,Illumina,ERS199173,ERP002061,Stool sample from danish,
ERR209522,MH0183,WGS,136,492135862,PRJEB1220,SAMEA2042737,"Beijing Genome Institute\, Shenzhen\, China",301859492,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184187,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L3,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042737,ERS199173,Illumina,ERS199173,ERP002061,Stool sample from danish,
ERR209523,MH0184,WGS,140,2796449007,PRJEB1220,SAMEA2042738,"Beijing Genome Institute\, Shenzhen\, China",2038993611,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184188,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20091116,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042738,ERS199174,Illumina,ERS199174,ERP002061,Stool sample from danish,
ERR209524,MH0184,WGS,136,534494674,PRJEB1220,SAMEA2042738,"Beijing Genome Institute\, Shenzhen\, China",313955666,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184189,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20100128L6,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042738,ERS199174,Illumina,ERS199174,ERP002061,Stool sample from danish,
ERR209525,MH0184,WGS,136,584579653,PRJEB1220,SAMEA2042738,"Beijing Genome Institute\, Shenzhen\, China",357533806,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184190,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20100129L2,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042738,ERS199174,Illumina,ERS199174,ERP002061,Stool sample from danish,
ERR209526,MH0184,WGS,136,560941466,PRJEB1220,SAMEA2042738,"Beijing Genome Institute\, Shenzhen\, China",346696588,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184191,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20100129L3,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042738,ERS199174,Illumina,ERS199174,ERP002061,Stool sample from danish,
ERR209527,MH0185,WGS,137,4829734594,PRJEB1220,SAMEA2042739,"Beijing Genome Institute\, Shenzhen\, China",3705760049,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184192,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20091117,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042739,ERS199175,Illumina,ERS199175,ERP002061,Stool sample from danish,
ERR209528,MH0186,WGS,137,4912707453,PRJEB1220,SAMEA2042740,"Beijing Genome Institute\, Shenzhen\, China",3741447471,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184193,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20091117,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042740,ERS199176,Illumina,ERS199176,ERP002061,Stool sample from danish,
ERR209529,O2.UC1-0,WGS,114,1099975019,PRJEB1220,SAMEA2042741,"Beijing Genome Institute\, Shenzhen\, China",815849188,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184194,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer II,metagenome,90112,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042741,ERS199177,Illumina,ERS199177,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209530,O2.UC1-0,WGS,106,518928781,PRJEB1220,SAMEA2042741,"Beijing Genome Institute\, Shenzhen\, China",471938511,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184195,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer II,metagenome,90127,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042741,ERS199177,Illumina,ERS199177,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209532,O2.UC11-0,WGS,122,89687450,PRJEB1220,SAMEA2042743,"Beijing Genome Institute\, Shenzhen\, China",86560357,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184197,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer II,metagenome,90127,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042743,ERS199179,Illumina,ERS199179,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209533,O2.UC11-2,WGS,137,4610757614,PRJEB1220,SAMEA2042744,"Beijing Genome Institute\, Shenzhen\, China",3526938569,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184198,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20091125,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042744,ERS199180,Illumina,ERS199180,ERP002061,Stool sample from spanish,
ERR209534,O2.UC12-0,WGS,136,1251290390,PRJEB1220,SAMEA2042745,"Beijing Genome Institute\, Shenzhen\, China",741150406,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184199,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer II,metagenome,90112,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042745,ERS199181,Illumina,ERS199181,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209535,O2.UC12-0,WGS,122,85697140,PRJEB1220,SAMEA2042745,"Beijing Genome Institute\, Shenzhen\, China",83486369,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184200,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer II,metagenome,90127,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042745,ERS199181,Illumina,ERS199181,ERP002061,Stool sample from spanish,Illumina Genome Analyzer IIx
ERR209536,O2.UC1-2,WGS,136,4181613145,PRJEB1220,SAMEA2042742,"Beijing Genome Institute\, Shenzhen\, China",3187469611,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184201,Spain,40.41663279,-3.703765869,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:36Z,public,Illumina Genome Analyzer IIx,metagenome,20091117,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042742,ERS199178,Illumina,ERS199178,ERP002061,Stool sample from spanish,
ERR209055,MH0001,WGS,79,885953194,PRJEB1220,SAMEA2042280,"Beijing Genome Institute\, Shenzhen\, China",581767725,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183720,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81026,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042280,ERS199000,Illumina,ERS199000,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209062,MH0003,WGS,122,989988923,PRJEB1220,SAMEA2042282,"Beijing Genome Institute\, Shenzhen\, China",832806783,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183727,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,90107,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042282,ERS199002,Illumina,ERS199002,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209063,MH0004,WGS,80,841676180,PRJEB1220,SAMEA2042283,"Beijing Genome Institute\, Shenzhen\, China",524482636,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183728,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81026,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042283,ERS199003,Illumina,ERS199003,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209064,MH0004,WGS,81,749826266,PRJEB1220,SAMEA2042283,"Beijing Genome Institute\, Shenzhen\, China",389553959,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183729,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042283,ERS199003,Illumina,ERS199003,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209065,MH0005,WGS,81,783303631,PRJEB1220,SAMEA2042284,"Beijing Genome Institute\, Shenzhen\, China",501201008,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183730,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042284,ERS199004,Illumina,ERS199004,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209066,MH0005,WGS,81,784362279,PRJEB1220,SAMEA2042284,"Beijing Genome Institute\, Shenzhen\, China",426803110,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183731,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81120,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042284,ERS199004,Illumina,ERS199004,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209069,MH0006,WGS,127,1710361560,PRJEB1220,SAMEA2042285,"Beijing Genome Institute\, Shenzhen\, China",1521763452,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183734,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,lane2,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042285,ERS199005,Illumina,ERS199005,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209070,MH0006,WGS,130,1842090913,PRJEB1220,SAMEA2042285,"Beijing Genome Institute\, Shenzhen\, China",1619616705,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183735,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,lane6,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042285,ERS199005,Illumina,ERS199005,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209071,MH0006,WGS,133,1961418265,PRJEB1220,SAMEA2042285,"Beijing Genome Institute\, Shenzhen\, China",1698470568,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183736,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,lane7,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042285,ERS199005,Illumina,ERS199005,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209072,MH0006,WGS,134,1895872251,PRJEB1220,SAMEA2042285,"Beijing Genome Institute\, Shenzhen\, China",1631342343,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183737,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,lane8,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042285,ERS199005,Illumina,ERS199005,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209073,MH0007,WGS,81,719380168,PRJEB1220,SAMEA2042286,"Beijing Genome Institute\, Shenzhen\, China",373390320,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183738,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042286,ERS199006,Illumina,ERS199006,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209076,MH0008,WGS,79,762233093,PRJEB1220,SAMEA1972794,"Beijing Genome Institute\, Shenzhen\, China",407177307,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183741,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA1972794,ERS199007,Illumina,ERS199007,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209077,MH0009,WGS,141,688740506,PRJEB1220,SAMEA2042360,"Beijing Genome Institute\, Shenzhen\, China",233054864,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183742,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81203,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042360,ERS199008,Illumina,ERS199008,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209082,MH0011,WGS,143,710460098,PRJEB1220,SAMEA2042362,"Beijing Genome Institute\, Shenzhen\, China",230431251,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183747,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81203,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042362,ERS199010,Illumina,ERS199010,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209085,MH0012,WGS,139,707297919,PRJEB1220,SAMEA2042363,"Beijing Genome Institute\, Shenzhen\, China",226417041,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183750,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81203,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042363,ERS199011,Illumina,ERS199011,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209092,MH0013,WGS,81,804044074,PRJEB1220,SAMEA2042364,"Beijing Genome Institute\, Shenzhen\, China",371780912,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183757,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042364,ERS199012,Illumina,ERS199012,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
ERR209093,MH0013,WGS,78,778140635,PRJEB1220,SAMEA2042364,"Beijing Genome Institute\, Shenzhen\, China",408631665,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX183758,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:32Z,public,Illumina Genome Analyzer II,metagenome,81120,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042364,ERS199012,Illumina,ERS199012,ERP002061,Stool sample from danish,Illumina Genome Analyzer IIx
