Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_and/or_sea,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,INSDC_center_alias,Individual
ERR589448,RSZAXPI002607-18,WGS,198,5059940040,PRJEB6997,SAMEA2737653,3542128150,BGI,2012,public,"fastq,sra","s3,gs,ncbi,ena","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547443,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2016-10-21T09:36:22Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002607-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737653,ERS537183,Illumina,ERS537183,ERP006678,Stool sample from China,BGI,
ERR589507,RSZAXPI002664-33,WGS,195,4932328667,PRJEB6997,SAMEA2737662,3766749937,BGI,2012,public,"sra,fastq","gs,ncbi,ena,s3","gs.US,s3.us-east-1,ena,ncbi.public",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547502,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2016-10-21T09:36:23Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002664-33,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737662,ERS537192,Illumina,ERS537192,ERP006678,Stool sample from China,BGI,
ERR589533,SZAXPI011686-142,WGS,196,5657631587,PRJEB6997,SAMEA2737675,4336523068,BGI,2012,public,"fastq,sra","ncbi,gs,s3,ena","gs.US,ncbi.public,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547528,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2016-10-21T09:36:22Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011686-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737675,ERS537205,Illumina,ERS537205,ERP006678,Stool sample from China,BGI,
ERR589552,SZAXPI012056-15,WGS,195,5826033702,PRJEB6997,SAMEA2737693,4543092825,BGI,2012,public,"fastq,sra","gs,s3,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547547,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012056-15,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737693,ERS537223,Illumina,ERS537223,ERP006678,Stool sample from China,BGI,
ERR589556,SZAXPI012060-26,WGS,194,7088812041,PRJEB6997,SAMEA2737697,5584487124,BGI,2012,public,"fastq,sra","ena,s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547551,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:42:25Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012060-26,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737697,ERS537227,Illumina,ERS537227,ERP006678,Stool sample from China,BGI,
ERR589565,SZAXPI012069-37,WGS,193,6092353067,PRJEB6997,SAMEA2737706,4863506396,BGI,2012,public,"sra,fastq","gs,ncbi,s3,ena","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547560,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:42Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012069-37,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737706,ERS537236,Illumina,ERS537236,ERP006678,Stool sample from China,BGI,
ERR589566,SZAXPI012070-39,WGS,193,5955864685,PRJEB6997,SAMEA2737707,4753480085,BGI,2012,public,"sra,fastq","ena,gs,ncbi,s3","gs.US,s3.us-east-1,ena,ncbi.public",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547561,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:44Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012070-39,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737707,ERS537237,Illumina,ERS537237,ERP006678,Stool sample from China,BGI,
ERR589580,SZAXPI012085-89,WGS,195,6617789924,PRJEB6997,SAMEA2737721,5240789967,BGI,2012,public,"sra,fastq","s3,ncbi,ena,gs","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547575,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:49:03Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012085-89,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737721,ERS537251,Illumina,ERS537251,ERP006678,Stool sample from China,BGI,
ERR589681,SZAXPI018389-74,WGS,193,4212937832,PRJEB6997,SAMEA2738128,3412012646,BGI,2203,public,"fastq,sra","s3,gs,ena,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547676,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:45:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018389-74,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738128,ERS537658,Illumina,ERS537658,ERP006678,oral sample from China,BGI,
ERR589703,SZAXPI018437-94,WGS,194,4980871388,PRJEB6997,SAMEA2738150,3971216125,BGI,2198,public,"fastq,sra","gs,ncbi,ena,s3","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547698,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:14Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018437-94,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738150,ERS537680,Illumina,ERS537680,ERP006678,oral sample from China,BGI,
ERR589706,SZAXPI018440-108,WGS,192,5470548164,PRJEB6997,SAMEA2738153,4483252229,BGI,2246,public,"fastq,sra","s3,ena,ncbi,gs","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547701,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:14Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018440-108,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738153,ERS537683,Illumina,ERS537683,ERP006678,oral sample from China,BGI,
ERR589715,SZAXPI018449-142,WGS,193,4778351750,PRJEB6997,SAMEA2738162,3922447351,BGI,2243,public,"fastq,sra","ncbi,ena,s3,gs","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547710,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:45:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018449-142,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738162,ERS537692,Illumina,ERS537692,ERP006678,oral sample from China,BGI,
ERR589719,SZAXPI018482-14,WGS,196,11611126333,PRJEB6997,SAMEA2738166,8841187111,BGI,2185,public,"fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547714,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:53:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018482-14,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738166,ERS537696,Illumina,ERS537696,ERP006678,oral sample from China,BGI,
ERR589722,SZAXPI018485-17,WGS,193,5968541623,PRJEB6997,SAMEA2738169,4905090199,BGI,2183,public,"fastq,sra","ena,ncbi,s3,gs","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547717,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018485-17,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738169,ERS537699,Illumina,ERS537699,ERP006678,oral sample from China,BGI,
ERR589728,SZAXPI018491-23,WGS,194,5798555823,PRJEB6997,SAMEA2738175,4640527510,BGI,2178,public,"fastq,sra","ena,ncbi,s3,gs","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547723,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018491-23,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738175,ERS537705,Illumina,ERS537705,ERP006678,oral sample from China,BGI,
ERR589736,SZAXPI019815-19,WGS,195,6828237174,PRJEB6997,SAMEA2737741,5317699942,BGI,2012,public,"fastq,sra","s3,gs,ncbi,ena","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547731,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:49:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019815-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737741,ERS537271,Illumina,ERS537271,ERP006678,Stool sample from China,BGI,
ERR589753,SZAXPI019834-43,WGS,193,5995544693,PRJEB6997,SAMEA2737758,4839875117,BGI,2012,public,"sra,fastq","gs,s3,ncbi,ena","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547748,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:57Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019834-43,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737758,ERS537288,Illumina,ERS537288,ERP006678,Stool sample from China,BGI,
ERR589756,SZAXPI019837-47,WGS,194,7908472820,PRJEB6997,SAMEA2737761,6460275887,BGI,2012,public,"sra,fastq","ncbi,ena,gs,s3","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547751,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:57Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019837-47,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737761,ERS537291,Illumina,ERS537291,ERP006678,Stool sample from China,BGI,
ERR589775,SZAXPI019857-129,WGS,197,5538447785,PRJEB6997,SAMEA2737780,3957319753,BGI,2012,public,"sra,fastq","ena,ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547770,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI019857-129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737780,ERS537310,Illumina,ERS537310,ERP006678,Stool sample from China,BGI,
ERR589788,SZAXPI021206-20,WGS,197,3676150004,PRJEB6997,SAMEA2737793,2482220361,BGI,2012,public,"sra,fastq","gs,s3,ncbi,ena","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547783,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:03:49Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021206-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737793,ERS537323,Illumina,ERS537323,ERP006678,Stool sample from China,BGI,
ERR589793,SZAXPI021212-27,WGS,195,5787600291,PRJEB6997,SAMEA2737798,4464549503,BGI,2012,public,"fastq,sra","gs,ncbi,ena,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547788,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:03:49Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021212-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737798,ERS537328,Illumina,ERS537328,ERP006678,Stool sample from China,BGI,
ERR589800,SZAXPI021219-39,WGS,194,5746466142,PRJEB6997,SAMEA2737805,4623632907,BGI,2012,public,"sra,fastq","gs,s3,ena,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547795,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:03:49Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021219-39,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737805,ERS537335,Illumina,ERS537335,ERP006678,Stool sample from China,BGI,
ERR589832,SZAXPI021280-21,WGS,192,6332957918,PRJEB6997,SAMEA2737837,5304148432,BGI,2012,public,"sra,fastq","s3,ncbi,ena,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547827,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:14Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021280-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737837,ERS537367,Illumina,ERS537367,ERP006678,Stool sample from China,BGI,
ERR589843,SZAXPI021291-37,WGS,195,5989272992,PRJEB6997,SAMEA2737848,4694350171,BGI,2012,public,"sra,fastq","s3,ncbi,gs,ena","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547838,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:03:35Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021291-37,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737848,ERS537378,Illumina,ERS537378,ERP006678,Stool sample from China,BGI,
ERR589859,SZAXPI021307-94,WGS,195,8050798276,PRJEB6997,SAMEA2737864,6332398143,BGI,2012,public,"fastq,sra","ena,ncbi,gs,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547854,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:03:35Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021307-94,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737864,ERS537394,Illumina,ERS537394,ERP006678,Stool sample from China,BGI,
ERR589349,RSZAXPI002306-15,WGS,196,1588923824,PRJEB6997,SAMEA2738024,1175505830,BGI,2252,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547344,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:03Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002306-15,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738024,ERS537554,Illumina,ERS537554,ERP006678,oral sample from China,BGI,
ERR589350,RSZAXPI002307-16,WGS,197,4034889472,PRJEB6997,SAMEA2738112,2949708738,BGI,2231,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547345,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002307-16,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738112,ERS537642,Illumina,ERS537642,ERP006678,oral sample from China,BGI,
ERR589351,RSZAXPI002308-17,WGS,194,4532036436,PRJEB6997,SAMEA2737883,3392677919,BGI,2084,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547346,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:03Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002308-17,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737883,ERS537413,Illumina,ERS537413,ERP006678,oral sample from China,BGI,
ERR589353,RSZAXPI002310-19,WGS,193,4843774368,PRJEB6997,SAMEA2737885,3718548785,BGI,2076,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547348,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:49Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002310-19,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737885,ERS537415,Illumina,ERS537415,ERP006678,oral sample from China,BGI,
ERR589354,RSZAXPI002311-20,WGS,194,4884608071,PRJEB6997,SAMEA2737886,3719099953,BGI,2098,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547349,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:10Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002311-20,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737886,ERS537416,Illumina,ERS537416,ERP006678,oral sample from China,BGI,
ERR589356,RSZAXPI002313-22,WGS,195,5056277907,PRJEB6997,SAMEA2737888,3828427895,BGI,2103,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547351,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:10Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002313-22,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737888,ERS537418,Illumina,ERS537418,ERP006678,oral sample from China,BGI,
ERR589359,RSZAXPI002316-25,WGS,192,5511237535,PRJEB6997,SAMEA2737891,4232591902,BGI,2112,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547354,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:32Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002316-25,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737891,ERS537421,Illumina,ERS537421,ERP006678,oral sample from China,BGI,
ERR589360,RSZAXPI002317-26,WGS,194,4134249728,PRJEB6997,SAMEA2737892,3155905206,BGI,2102,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547355,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:26Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002317-26,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737892,ERS537422,Illumina,ERS537422,ERP006678,oral sample from China,BGI,
ERR589362,RSZAXPI002319-31,WGS,194,4419865842,PRJEB6997,SAMEA2737894,3383316869,BGI,2100,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547357,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:26Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002319-31,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737894,ERS537424,Illumina,ERS537424,ERP006678,oral sample from China,BGI,
ERR589366,RSZAXPI002323-35,WGS,193,5460757201,PRJEB6997,SAMEA2737898,4144955375,BGI,2081,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547361,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:50Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002323-35,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737898,ERS537428,Illumina,ERS537428,ERP006678,oral sample from China,BGI,
ERR589367,RSZAXPI002324-37,WGS,194,5183000972,PRJEB6997,SAMEA2737899,3924015500,BGI,2091,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547362,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:32Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002324-37,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737899,ERS537429,Illumina,ERS537429,ERP006678,oral sample from China,BGI,
ERR589368,RSZAXPI002325-39,WGS,193,4703324251,PRJEB6997,SAMEA2737900,3573023182,BGI,2097,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547363,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:32Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002325-39,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737900,ERS537430,Illumina,ERS537430,ERP006678,oral sample from China,BGI,
